rank	pair_id	chrom	lcr_up_start	lcr_up_end	lcr_down_start	lcr_down_end	interior_start	interior_end	interior_len_bp	avg_lcr_len_bp	identity	propensity_X	n_interior_genes	n_disease_genes	n_HI3_genes	hi_disease_genes	omim_examples
1433	NAHR_00445_chr1_149M	chr1	149170310	149194881	149601612	149626176	149194881	149601612	406731	24567	0.9927	4.358	7	1	0		NOTCH2NLC=HP:0002572:Episodic vomiting
1434	NAHR_00479_chr1_149M	chr1	149170310	149194881	149601612	149626176	149194881	149601612	406731	24567	0.9927	4.358	7	1	0		NOTCH2NLC=HP:0002572:Episodic vomiting
1435	NAHR_00643_chr12_63M	chr12	63529638	63557839	63725468	63752467	63557839	63725468	167629	27600	0.9774	4.341	3	1	0		DPY19L2=HP:0012205:Globozoospermia
1436	NAHR_00644_chr12_63M	chr12	63529638	63557839	63725468	63752467	63557839	63725468	167629	27600	0.9774	4.341	3	1	0		DPY19L2=HP:0012205:Globozoospermia
1437	NAHR_01435_chr17_21M	chr17	21573042	21602809	22270077	22300183	21602809	22270077	667268	29936	0.9660	4.324	5	1	0		KCNJ18=HP:0002203:Respiratory paralysis
1438	NAHR_01445_chr17_21M	chr17	21573042	21602809	22270077	22300183	21602809	22270077	667268	29936	0.9660	4.324	5	1	0		KCNJ18=HP:0002203:Respiratory paralysis
1439	NAHR_00301_chr1_146M	chr1	146116822	146144884	146966383	146994453	146144884	146966383	821499	28066	0.9707	4.318	11	1	0		
1440	NAHR_00328_chr1_146M	chr1	146116822	146144884	146966383	146994453	146144884	146966383	821499	28066	0.9707	4.318	11	1	0		
1441	NAHR_00771_chr15_24M	chr15	24373593	24406579	24545154	24578602	24406579	24545154	138575	33217	0.9531	4.309	1	1	0		PWRN1=HP:0001623:Breech presentation
1442	NAHR_00782_chr15_24M	chr15	24373593	24406579	24545154	24578602	24406579	24545154	138575	33217	0.9531	4.309	1	1	0		PWRN1=HP:0001623:Breech presentation
1443	NAHR_02851_chrY_6M	chrY	6239790	6269275	9351586	9380818	6269275	9351586	3082311	29358	0.9625	4.300	21	1	0		
1444	NAHR_02852_chrY_6M	chrY	6239790	6269275	9460749	9490028	6269275	9460749	3191474	29382	0.9624	4.300	26	1	0		
1445	NAHR_02859_chrY_6M	chrY	6239790	6269275	9351586	9380818	6269275	9351586	3082311	29358	0.9625	4.300	21	1	0		
1446	NAHR_02861_chrY_6M	chrY	6239790	6269275	9460749	9490028	6269275	9460749	3191474	29382	0.9624	4.300	26	1	0		
1447	NAHR_00756_chr15_24M	chr15	24157292	24190146	24545495	24578075	24190146	24545495	355349	32717	0.9521	4.299	3	1	0		PWRN1=HP:0001623:Breech presentation
1448	NAHR_00783_chr15_24M	chr15	24157292	24190146	24545495	24578075	24190146	24545495	355349	32717	0.9521	4.299	3	1	0		PWRN1=HP:0001623:Breech presentation
1449	NAHR_01742_chr2_107M	chr2	107876301	107901691	108493300	108518546	107901691	108493300	591609	25318	0.9762	4.299	8	1	0		SLC5A7=HP:0003324:Generalized muscle weakness
1450	NAHR_01747_chr2_107M	chr2	107876301	107901691	108493300	108518546	107901691	108493300	591609	25318	0.9762	4.299	8	1	0		SLC5A7=HP:0003324:Generalized muscle weakness
1451	NAHR_02201_chr5_69M	chr5	69895039	69916327	70494951	70516243	69916327	70494951	578624	21290	0.9927	4.297	6	1	0		SMN2=HP:0025708:Early young adult onset
1452	NAHR_02232_chr5_69M	chr5	69895039	69916327	70494951	70516243	69916327	70494951	578624	21290	0.9927	4.297	6	1	0		SMN2=HP:0025708:Early young adult onset
1453	NAHR_00755_chr15_24M	chr15	24157282	24190122	24373924	24406038	24190122	24373924	183802	32477	0.9519	4.294	3	1	0		PWRN1=HP:0001623:Breech presentation
1454	NAHR_00773_chr15_24M	chr15	24157282	24190122	24373924	24406038	24190122	24373924	183802	32477	0.9519	4.294	3	1	0		PWRN1=HP:0001623:Breech presentation
1455	NAHR_01735_chr2_106M	chr2	106394258	106419657	108493300	108518546	106419657	108493300	2073643	25322	0.9752	4.294	24	1	0		
1456	NAHR_01748_chr2_106M	chr2	106394258	106419657	108493300	108518546	106419657	108493300	2073643	25322	0.9752	4.294	24	1	0		
1457	NAHR_00372_chr1_148M	chr1	148121974	148127596	149475332	149480964	148127596	149475332	1347736	5627	0.9675	3.628	27	3	0		
1458	NAHR_00454_chr1_148M	chr1	148121974	148127596	149475332	149480964	148127596	149475332	1347736	5627	0.9675	3.628	27	3	0		
1459	NAHR_00635_chr12_33M	chr12	33936580	33962436	38207325	38244654	33962436	38207325	4244889	31592	0.9524	4.286	6	1	0		
1460	NAHR_00639_chr12_33M	chr12	33936580	33962436	38207325	38244654	33962436	38207325	4244889	31592	0.9524	4.286	6	1	0		
1461	NAHR_02297_chr6_32M	chr6	31980531	32000000	32013269	32032737	32000000	32013269	13269	19468	0.9990	4.285	3	1	0		C4A=HP:0002315:Headache
1462	NAHR_02299_chr6_32M	chr6	31980531	32000000	32013269	32032737	32000000	32013269	13269	19468	0.9990	4.285	3	1	0		C4A=HP:0002315:Headache
1463	NAHR_00661_chr13_52M	chr13	52320955	52344009	52481517	52502253	52344009	52481517	137508	21895	0.9853	4.277	4	1	0		THSD1=HP:0025671:Fetal pericardial effusion
1464	NAHR_00662_chr13_52M	chr13	52320955	52344009	52481517	52502253	52344009	52481517	137508	21895	0.9853	4.277	4	1	0		THSD1=HP:0025671:Fetal pericardial effusion
1465	NAHR_00356_chr1_148M	chr1	148103509	148127596	148572212	148596317	148127596	148572212	444616	24096	0.9756	4.275	12	1	0		
1466	NAHR_00404_chr1_148M	chr1	148103509	148127596	148572212	148596317	148127596	148572212	444616	24096	0.9756	4.275	12	1	0		
1467	NAHR_00654_chr13_24M	chr13	24579423	24604470	24945032	24969672	24604470	24945032	340562	24843	0.9727	4.275	6	1	0		
1468	NAHR_00655_chr13_24M	chr13	24579423	24604470	24945032	24969672	24604470	24945032	340562	24843	0.9727	4.275	6	1	0		
1469	NAHR_00283_chr1_146M	chr1	146053739	146076572	146984320	147007141	146076572	146984320	907748	22827	0.9796	4.269	11	1	0		
1470	NAHR_00338_chr1_146M	chr1	146053739	146076572	146984320	147007141	146076572	146984320	907748	22827	0.9796	4.269	11	1	0		
1471	NAHR_02128_chr3_124M	chr3	124000000	124012171	125944317	125956793	124012171	125944317	1932146	12323	0.9550	3.907	26	2	0		
1472	NAHR_02130_chr3_124M	chr3	124000000	124012171	125944317	125956793	124012171	125944317	1932146	12323	0.9550	3.907	26	2	0		
1473	NAHR_00381_chr1_148M	chr1	148400000	148409685	149634039	149643709	148409685	149634039	1224354	9677	0.9785	3.900	22	2	0		
1474	NAHR_00480_chr1_148M	chr1	148400000	148409685	149634039	149643709	148409685	149634039	1224354	9677	0.9785	3.900	22	2	0		
1475	NAHR_00749_chr15_24M	chr15	24092890	24103882	24467194	24479888	24103882	24467194	363312	11843	0.9570	3.898	4	2	0		PWRN1=HP:0001623:Breech presentation
1476	NAHR_00778_chr15_24M	chr15	24092890	24103882	24467194	24479888	24103882	24467194	363312	11843	0.9570	3.898	4	2	0		PWRN1=HP:0001623:Breech presentation
1477	NAHR_01434_chr17_21M	chr17	21546843	21574473	22411522	22440238	21574473	22411522	837049	28173	0.9556	4.252	8	1	0		KCNJ18=HP:0002203:Respiratory paralysis
1478	NAHR_01446_chr17_21M	chr17	21546843	21574473	22411522	22440238	21574473	22411522	837049	28173	0.9556	4.252	8	1	0		KCNJ18=HP:0002203:Respiratory paralysis
1479	NAHR_02230_chr5_70M	chr5	70490456	70509165	71215589	71234413	70509165	71215589	706424	18766	0.9940	4.248	6	1	0		SMN1=HP:0025708:Early young adult onset
1480	NAHR_02257_chr5_70M	chr5	70490456	70509165	71215589	71234413	70509165	71215589	706424	18766	0.9940	4.248	6	1	0		SMN1=HP:0025708:Early young adult onset
1481	NAHR_00357_chr1_148M	chr1	148103790	148109148	149525567	149530920	148109148	149525567	1416419	5355	0.9619	3.587	27	3	0		
1482	NAHR_00468_chr1_148M	chr1	148103790	148109148	149525567	149530920	148109148	149525567	1416419	5355	0.9619	3.587	27	3	0		
1483	NAHR_00358_chr1_148M	chr1	148103790	148109148	149516057	149521440	148109148	149516057	1406909	5370	0.9615	3.586	27	3	0		
1484	NAHR_00464_chr1_148M	chr1	148103790	148109148	149516057	149521440	148109148	149516057	1406909	5370	0.9615	3.586	27	3	0		
1485	NAHR_02227_chr5_70M	chr5	70467743	70485211	70992103	71009585	70485211	70992103	506892	17475	0.9982	4.235	4	1	0		SMN1=HP:0025708:Early young adult onset
1486	NAHR_02246_chr5_70M	chr5	70467743	70485211	70992103	71009585	70485211	70992103	506892	17475	0.9982	4.235	4	1	0		SMN1=HP:0025708:Early young adult onset
1487	NAHR_00497_chr10_14M	chr10	14932844	14944568	15015360	15026905	14944568	15015360	70792	11634	0.9548	3.882	2	2	0		DCLRE1C=HP:0007549:Desquamation of skin soon after birth
1488	NAHR_00498_chr10_14M	chr10	14932844	14944568	15015360	15026905	14944568	15015360	70792	11634	0.9548	3.882	2	2	0		DCLRE1C=HP:0007549:Desquamation of skin soon after birth
1489	NAHR_00136_chr1_120M	chr1	120442760	120465679	120805475	120828299	120465679	120805475	339796	22871	0.9697	4.227	4	1	0		
1490	NAHR_00141_chr1_120M	chr1	120442760	120465679	120805475	120828299	120465679	120805475	339796	22871	0.9697	4.227	4	1	0		
1491	NAHR_00554_chr10_46M	chr10	46848811	46859918	47634296	47645900	46859918	47634296	774378	11355	0.9532	3.865	14	2	0		GDF2=HP:0011025:Abnormal cardiovascular system physiology
1492	NAHR_00564_chr10_46M	chr10	46848811	46859918	47634296	47645900	46859918	47634296	774378	11355	0.9532	3.865	14	2	0		GDF2=HP:0011025:Abnormal cardiovascular system physiology
1493	NAHR_02127_chr3_123M	chr3	123990797	123999914	125957795	125970533	123999914	125957795	1957881	10927	0.9562	3.862	26	2	0		
1494	NAHR_02131_chr3_123M	chr3	123990797	123999914	125957795	125970533	123999914	125957795	1957881	10927	0.9562	3.862	26	2	0		
1495	NAHR_00423_chr1_149M	chr1	149055777	149075944	149475817	149497646	149075944	149475817	399873	20998	0.9744	4.211	8	1	0		
1496	NAHR_00457_chr1_149M	chr1	149055777	149075944	149475817	149497646	149075944	149475817	399873	20998	0.9744	4.211	8	1	0		
1497	NAHR_00165_chr1_144M	chr1	144420966	144440599	145571914	145591656	144440599	145571914	1131315	19687	0.9736	4.181	14	1	0		
1498	NAHR_00254_chr1_144M	chr1	144420966	144440599	145571914	145591656	144440599	145571914	1131315	19687	0.9736	4.181	14	1	0		
1499	NAHR_00814_chr15_30M	chr15	30133301	30153406	30395181	30415994	30153406	30395181	241775	20459	0.9689	4.177	4	1	0		
1500	NAHR_00821_chr15_30M	chr15	30133301	30153406	30395181	30415994	30153406	30395181	241775	20459	0.9689	4.177	4	1	0		
1501	NAHR_00760_chr15_24M	chr15	24256707	24278345	24472640	24495017	24278345	24472640	194295	22007	0.9610	4.173	2	1	0		PWRN1=HP:0001623:Breech presentation
1502	NAHR_00779_chr15_24M	chr15	24256707	24278345	24472640	24495017	24278345	24472640	194295	22007	0.9610	4.173	2	1	0		PWRN1=HP:0001623:Breech presentation
1503	NAHR_00593_chr10_79M	chr10	79700041	79715207	79838171	79853333	79715207	79838171	122964	15164	0.9950	4.160	3	1	0		NUTM2B-AS1=HP:0001251:Ataxia
1504	NAHR_00595_chr10_79M	chr10	79700041	79715207	79838171	79853333	79715207	79838171	122964	15164	0.9950	4.160	3	1	0		NUTM2B-AS1=HP:0001251:Ataxia
1505	NAHR_00768_chr15_24M	chr15	24345455	24367666	24400002	24423115	24367666	24400002	32336	22662	0.9520	4.146	1	1	0		PWRN1=HP:0001623:Breech presentation
1506	NAHR_00774_chr15_24M	chr15	24345455	24367666	24400002	24423115	24367666	24400002	32336	22662	0.9520	4.146	1	1	0		PWRN1=HP:0001623:Breech presentation
1507	NAHR_02200_chr5_69M	chr5	69884657	69899539	70233273	70248272	69899539	70233273	333734	14940	0.9925	4.143	3	1	0		SMN2=HP:0025708:Early young adult onset
1508	NAHR_02218_chr5_69M	chr5	69884657	69899539	70233273	70248272	69899539	70233273	333734	14940	0.9925	4.143	3	1	0		SMN2=HP:0025708:Early young adult onset
1509	NAHR_00247_chr1_145M	chr1	145491468	145505906	145809382	145823828	145505906	145809382	303476	14442	0.9940	4.135	5	1	0		
1510	NAHR_00280_chr1_145M	chr1	145491468	145505906	145809382	145823828	145505906	145809382	303476	14442	0.9940	4.135	5	1	0		
1511	NAHR_02195_chr5_69M	chr5	69640119	69654337	70777181	70791378	69654337	70777181	1122844	14207	0.9956	4.134	7	1	0		SMN2=HP:0025708:Early young adult onset
1512	NAHR_02243_chr5_69M	chr5	69640119	69654337	70777181	70791378	69654337	70777181	1122844	14207	0.9956	4.134	7	1	0		SMN2=HP:0025708:Early young adult onset
1513	NAHR_02205_chr5_69M	chr5	69902115	69916327	70219845	70234078	69916327	70219845	303518	14222	0.9951	4.133	3	1	0		SMN2=HP:0025708:Early young adult onset
1514	NAHR_02216_chr5_69M	chr5	69902115	69916327	70219845	70234078	69916327	70219845	303518	14222	0.9951	4.133	3	1	0		SMN2=HP:0025708:Early young adult onset
1515	NAHR_02239_chr5_70M	chr5	70777181	70791378	71220209	71234413	70791378	71220209	428831	14200	0.9948	4.131	6	1	0		SMN1=HP:0025708:Early young adult onset
1516	NAHR_02259_chr5_70M	chr5	70777181	70791378	71220209	71234413	70791378	71220209	428831	14200	0.9948	4.131	6	1	0		SMN1=HP:0025708:Early young adult onset
1517	NAHR_00847_chr15_32M	chr15	32389245	32405011	32591749	32607507	32405011	32591749	186738	15762	0.9824	4.124	7	1	0		
1518	NAHR_00860_chr15_32M	chr15	32389245	32405011	32591749	32607507	32405011	32591749	186738	15762	0.9824	4.124	7	1	0		
1519	NAHR_02379_chr7_72M	chr7	72978433	72996299	73398750	73416985	72996299	73398750	402451	18050	0.9676	4.119	12	1	0		
1520	NAHR_02393_chr7_72M	chr7	72978433	72996299	73398750	73416985	72996299	73398750	402451	18050	0.9676	4.119	12	1	0		
1521	NAHR_02336_chr7_51M	chr7	51388763	51407397	55744164	55763036	51407397	55744164	4336767	18753	0.9632	4.116	29	1	0		
1522	NAHR_02344_chr7_51M	chr7	51388763	51407397	55744164	55763036	51407397	55744164	4336767	18753	0.9632	4.116	29	1	0		
1523	NAHR_02228_chr5_70M	chr5	70472144	70485211	71116986	71130056	70485211	71116986	631775	13068	0.9985	4.110	6	1	0		SMN1=HP:0025708:Early young adult onset
1524	NAHR_02252_chr5_70M	chr5	70472144	70485211	71116986	71130056	70485211	71116986	631775	13068	0.9985	4.110	6	1	0		SMN1=HP:0025708:Early young adult onset
1525	NAHR_00752_chr15_24M	chr15	24106608	24114908	24486871	24495014	24114908	24486871	371963	8221	0.9591	3.755	4	2	0		PWRN1=HP:0001623:Breech presentation
1526	NAHR_00780_chr15_24M	chr15	24106608	24114908	24486871	24495014	24114908	24486871	371963	8221	0.9591	3.755	4	2	0		PWRN1=HP:0001623:Breech presentation
1527	NAHR_02191_chr5_69M	chr5	69617009	69629572	70116630	70129737	69629572	70116630	487058	12835	0.9968	4.095	4	1	0		SMN2=HP:0025708:Early young adult onset
1528	NAHR_02210_chr5_69M	chr5	69617009	69629572	70116630	70129737	69629572	70116630	487058	12835	0.9968	4.095	4	1	0		SMN2=HP:0025708:Early young adult onset
1529	NAHR_02298_chr6_32M	chr6	32000000	32013273	32032737	32046127	32013273	32032737	19464	13331	0.9928	4.095	2	1	0		C4B=HP:0001369:Arthritis
1530	NAHR_02300_chr6_32M	chr6	32000000	32013273	32032737	32046127	32013273	32032737	19464	13331	0.9928	4.095	2	1	0		C4B=HP:0001369:Arthritis
1531	NAHR_02284_chr5_177M	chr5	177716024	177729884	178041363	178055248	177729884	178041363	311479	13872	0.9866	4.087	9	1	0		
1532	NAHR_02294_chr5_177M	chr5	177716024	177729884	178041363	178055248	177729884	178041363	311479	13872	0.9866	4.087	9	1	0		
1533	NAHR_01427_chr17_20M	chr17	20863979	20881669	22086140	22104095	20881669	22086140	1204471	17822	0.9612	4.086	21	1	0		
1534	NAHR_01444_chr17_20M	chr17	20863979	20881669	22086140	22104095	20881669	22086140	1204471	17822	0.9612	4.086	21	1	0		
1535	NAHR_02338_chr7_51M	chr7	51410746	51425347	55601356	55615977	51425347	55601356	4176009	14611	0.9780	4.073	28	1	0		
1536	NAHR_02339_chr7_51M	chr7	51410746	51425347	55601356	55615977	51425347	55601356	4176009	14611	0.9780	4.073	28	1	0		
1537	NAHR_00601_chr10_133M	chr10	133422646	133436429	133567484	133580555	133436429	133567484	131055	13427	0.9848	4.065	6	1	0		SYCE1=HP:0031038:Spermatogenesis maturation arrest
1538	NAHR_00602_chr10_133M	chr10	133422646	133436429	133567484	133580555	133436429	133567484	131055	13427	0.9848	4.065	6	1	0		SYCE1=HP:0031038:Spermatogenesis maturation arrest
1539	NAHR_01389_chr17_16M	chr17	16858301	16873390	17001982	17017820	16873390	17001982	128592	15463	0.9665	4.049	4	1	0		TNFRSF13B=HP:0000403:Recurrent otitis media
1540	NAHR_01392_chr17_16M	chr17	16858301	16873390	17001982	17017820	16873390	17001982	128592	15463	0.9665	4.049	4	1	0		TNFRSF13B=HP:0000403:Recurrent otitis media
1541	NAHR_01369_chr17_14M	chr17	14019962	14030804	14230542	14241379	14030804	14230542	199738	10839	0.9904	3.996	2	1	0		COX10=HP:0001251:Ataxia
1542	NAHR_01371_chr17_14M	chr17	14019962	14030804	14230542	14241379	14030804	14230542	199738	10839	0.9904	3.996	2	1	0		COX10=HP:0001251:Ataxia
1543	NAHR_00754_chr15_24M	chr15	24157282	24172487	24232173	24247521	24172487	24232173	59686	15276	0.9540	3.991	1	1	0		PWRN1=HP:0001623:Breech presentation
1544	NAHR_00759_chr15_24M	chr15	24157282	24172487	24232173	24247521	24172487	24232173	59686	15276	0.9540	3.991	1	1	0		PWRN1=HP:0001623:Breech presentation
1545	NAHR_02317_chr7_29M	chr7	29670797	29685821	30284729	30299503	29685821	30284729	598908	14899	0.9564	3.991	13	1	0		FKBP14=HP:0001561:Polyhydramnios
1546	NAHR_02320_chr7_29M	chr7	29670797	29685821	30284729	30299503	29685821	30284729	598908	14899	0.9564	3.991	13	1	0		FKBP14=HP:0001561:Polyhydramnios
1547	NAHR_00415_chr1_149M	chr1	149053603	149064295	149544535	149556784	149064295	149544535	480240	11470	0.9794	3.976	8	1	0		
1548	NAHR_00471_chr1_149M	chr1	149053603	149064295	149544535	149556784	149064295	149544535	480240	11470	0.9794	3.976	8	1	0		
1549	NAHR_02219_chr5_70M	chr5	70369261	70379285	71335028	71345178	70379285	71335028	955743	10087	0.9931	3.976	9	1	0		SMN1=HP:0025708:Early young adult onset
1550	NAHR_02264_chr5_70M	chr5	70369261	70379285	71335028	71345178	70379285	71335028	955743	10087	0.9931	3.976	9	1	0		SMN1=HP:0025708:Early young adult onset
1551	NAHR_02197_chr5_69M	chr5	69702206	69711990	70400000	70409767	69711990	70400000	688010	9775	0.9953	3.971	3	1	0		SMN2=HP:0025708:Early young adult onset
1552	NAHR_02224_chr5_69M	chr5	69702206	69711990	70400000	70409767	69711990	70400000	688010	9775	0.9953	3.971	3	1	0		SMN2=HP:0025708:Early young adult onset
1553	NAHR_00863_chr15_44M	chr15	44918895	44931475	44957503	44971664	44931475	44957503	26028	13370	0.9609	3.965	1	1	0		TERB2=HP:0031038:Spermatogenesis maturation arrest
1554	NAHR_00864_chr15_44M	chr15	44918895	44931475	44957503	44971664	44931475	44957503	26028	13370	0.9609	3.965	1	1	0		TERB2=HP:0031038:Spermatogenesis maturation arrest
1555	NAHR_01811_chr2_151M	chr2	151578892	151588515	151600000	151609620	151588515	151600000	11485	9621	0.9929	3.955	1	1	0		NEB=HP:0003324:Generalized muscle weakness
1556	NAHR_01812_chr2_151M	chr2	151578892	151588515	151600000	151609620	151588515	151600000	11485	9621	0.9929	3.955	1	1	0		NEB=HP:0003324:Generalized muscle weakness
1557	NAHR_00659_chr13_52M	chr13	52197731	52209769	52601272	52613244	52209769	52601272	391503	12005	0.9671	3.945	12	1	0		THSD1=HP:0025671:Fetal pericardial effusion
1558	NAHR_00664_chr13_52M	chr13	52197731	52209769	52601272	52613244	52209769	52601272	391503	12005	0.9671	3.945	12	1	0		THSD1=HP:0025671:Fetal pericardial effusion
1559	NAHR_02768_chrX_52M	chrX	52451596	52461976	52798474	52808889	52461976	52798474	336498	10397	0.9775	3.927	7	1	0		SSX2=HP:0012570:Synovial sarcoma
1560	NAHR_02776_chrX_52M	chrX	52451596	52461976	52798474	52808889	52461976	52798474	336498	10397	0.9775	3.927	7	1	0		SSX2=HP:0012570:Synovial sarcoma
1561	NAHR_00111_chr1_25M	chr1	25258882	25268025	25329025	25338354	25268025	25329025	61000	9236	0.9867	3.913	2	1	0		RHD=HP:0002789:Tachypnea
1562	NAHR_00113_chr1_25M	chr1	25258882	25268025	25329025	25338354	25268025	25329025	61000	9236	0.9867	3.913	2	1	0		RHD=HP:0002789:Tachypnea
1563	NAHR_01579_chr18_46M	chr18	46962113	46969912	47021632	47029419	46969912	47021632	51720	7793	0.9973	3.881	1	1	0		
1564	NAHR_01580_chr18_46M	chr18	46962113	46969912	47021632	47029419	46969912	47021632	51720	7793	0.9973	3.881	1	1	0		
1565	NAHR_00293_chr1_146M	chr1	146093232	146103273	146984320	146994453	146103273	146984320	881047	10087	0.9690	3.880	11	1	0		
1566	NAHR_00337_chr1_146M	chr1	146093232	146103273	146984320	146994453	146103273	146984320	881047	10087	0.9690	3.880	11	1	0		
1567	NAHR_00419_chr1_149M	chr1	149055777	149064295	149525567	149535675	149064295	149525567	461272	9313	0.9753	3.871	8	1	0		
1568	NAHR_00467_chr1_149M	chr1	149055777	149064295	149525567	149535675	149064295	149525567	461272	9313	0.9753	3.871	8	1	0		
1569	NAHR_00420_chr1_149M	chr1	149055777	149064295	149497024	149507168	149064295	149497024	432729	9331	0.9742	3.868	8	1	0		
1570	NAHR_00461_chr1_149M	chr1	149055777	149064295	149497024	149507168	149064295	149497024	432729	9331	0.9742	3.868	8	1	0		
1571	NAHR_00421_chr1_149M	chr1	149055777	149064295	149516057	149526191	149064295	149516057	451762	9326	0.9741	3.867	8	1	0		
1572	NAHR_00463_chr1_149M	chr1	149055777	149064295	149516057	149526191	149064295	149516057	451762	9326	0.9741	3.867	8	1	0		
1573	NAHR_00422_chr1_149M	chr1	149055777	149064295	149535047	149545159	149064295	149535047	470752	9315	0.9723	3.859	8	1	0		
1574	NAHR_00469_chr1_149M	chr1	149055777	149064295	149535047	149545159	149064295	149535047	470752	9315	0.9723	3.859	8	1	0		
1575	NAHR_01893_chr21_8M	chr21	8584176	8594687	10616953	10627402	8594687	10616953	2022266	10480	0.9585	3.854	17	1	0		
1576	NAHR_01902_chr21_8M	chr21	8584176	8594687	10616953	10627402	8594687	10616953	2022266	10480	0.9585	3.854	17	1	0		
1577	NAHR_00378_chr1_148M	chr1	148338954	148348209	149115000	149126944	148348209	149115000	766791	10599	0.9541	3.841	14	1	0		
